Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2,75,20940.34,0,4.827944,12,0,1,0,1,0,1,1,0,1,1,0,0,0,1,6.482702,1170.945568,3,3,2,3,3,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,45,17236.85,0,15.11505,12,2,2,1,1,1,1,0,1,1,1,0,1,1,1,62.45252,5887.870657,2,2,3,4,2,3,3,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5,76,15615.89,0,5.147134775,16,2,1,1,1,0,1,0,0,0,0,1,0,0,0,6.248150471,580.5443061,4,4,3,4,4,5,4,4,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1,86,26224.1,0,10.28547,10,1,1,0,1,1,1,0,1,0,1,0,0,0,0,4.24454,912.2540105,3,4,3,3,4,3,4,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3,62,80719.57,1,11.06909,5,2,1,0,0,0,1,0,0,1,1,0,1,1,0,36.82387,3749.327724,2,4,4,3,6,2,3,4,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3,86,33894.23,0,9.999709,8,1,0,0,1,0,1,0,0,0,0,1,1,1,0,59.11937,5322.673552,3,3,3,3,5,3,2,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,60,53256.9,1,5.939411,13,1,1,0,0,0,1,1,0,1,1,0,1,0,0,4.171617,782.2940277,3,4,4,5,4,4,3,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
4,39,64905.5,1,10.93233,18,2,1,0,1,0,1,1,0,1,0,0,1,1,1,10.33785,2038.559634,4,4,2,2,5,2,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8,19,31193.63,0,11.55236,16,1,1,0,1,0,1,1,0,0,0,0,0,1,0,63.27825,6169.677579,3,3,4,4,4,3,2,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3,80,5307.89,0,12.38166,12,3,2,0,1,0,1,1,0,1,0,1,1,0,1,51.19742,5011.208685,5,3,3,4,5,3,3,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,28,93909.59,0,9.472208,8,0,0,0,0,1,1,1,0,1,0,0,0,1,0,12.75395,1438.364422,5,4,4,4,3,4,6,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4,78,38792.69,0,9.050694,20,3,0,0,1,1,1,0,0,1,0,1,0,1,1,57.76017,5431.15051,3,4,3,4,4,3,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,40,25697.08,0,14.22619,11,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56.82113,5050.910171,3,3,3,2,4,4,3,4,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
2,31,60302.79,1,8.426883,8,0,0,0,1,0,1,0,0,1,0,1,1,1,1,13.288,1763.825951,3,2,3,4,2,4,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,30,53901.68,0,10.40897,10,1,1,1,1,0,1,0,0,0,0,0,1,0,1,65.32158,5748.685143,2,2,2,3,4,2,2,3,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
2,20,29599.71,0,10.64008,10,0,2,0,0,0,1,0,0,1,1,0,1,1,0,62.2937,5896.135561,4,3,4,4,2,5,3,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,46,29876.17,1,8.063885304,10,0,0,0,0,0,1,1,0,0,1,1,1,1,1,5.260136013,1502.677072,2,2,4,4,1,5,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,23,27135.0,0,10.01972,8,2,0,0,1,0,1,0,0,0,0,0,0,0,0,16.64818,1923.285458,3,2,4,3,4,3,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,45,83931.89,0,7.552561,9,3,0,0,0,0,1,1,0,1,0,0,0,1,1,57.7129,5510.746113,4,3,4,5,5,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,75,17740.18,0,18.1762,8,0,0,0,0,1,0,1,0,0,1,0,0,1,1,59.46147,5277.177679,2,1,3,4,4,1,2,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4,26,35553.18,0,15.36682,15,0,0,0,0,0,1,0,1,0,0,1,0,0,0,8.454096,1383.139451,4,4,5,5,3,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,67,46323.88,0,14.20174,9,0,1,0,1,0,1,1,0,0,0,0,1,0,0,51.43424,4422.020076,3,3,3,2,4,3,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7,23,44495.59,0,8.891296,13,3,0,0,0,0,1,0,1,1,1,0,1,1,0,61.44671,6093.079399,3,5,4,5,4,5,5,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1,19,10120.05,1,4.271704,12,0,0,1,1,0,1,1,0,0,0,0,1,1,0,3.737401,1010.521133,4,3,3,2,3,3,4,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3,78,32695.17,0,11.46998,11,2,0,0,0,0,1,1,1,0,0,0,0,1,0,69.88786,6442.923528,3,2,4,3,4,4,4,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,49,46256.13,1,4.131287,16,1,1,0,1,1,1,0,1,0,1,1,0,1,1,7.367806,1515.049953,3,3,3,3,3,3,3,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,66,80948.63,1,10.16394,15,3,0,0,0,1,1,1,0,1,0,1,0,1,0,7.61586,1402.943949,2,4,4,3,3,3,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,54,11273.45,0,17.83372,13,1,0,0,1,0,1,1,0,0,0,0,0,0,1,70.31796,5877.690105,4,3,2,3,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,68,26375.76,1,11.19425,14,3,0,0,0,0,1,1,1,0,0,1,0,1,1,7.704074,1436.32927,3,3,3,5,3,5,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,76,8716.12,1,10.52545349,10,1,1,0,0,0,1,1,0,1,0,0,1,0,1,5.451895614,765.8624235,6,6,5,4,4,5,3,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,48,26594.83,0,8.578558,16,3,0,0,0,0,1,0,0,1,0,1,0,1,1,18.32904,2206.253895,4,3,3,5,2,4,4,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3,64,50015.49,1,5.523528,8,2,0,0,0,1,0,0,0,0,1,0,1,1,0,3.02742,1246.012987,4,4,5,3,4,4,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,48,66220.67,0,7.56029,12,0,1,0,0,0,1,1,1,0,0,0,0,0,1,62.9411,5481.191737,4,3,4,4,3,5,3,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3,37,67720.61,0,8.291987,17,0,0,0,1,1,1,1,0,0,0,1,0,0,0,61.0588,5209.85908,5,5,4,4,3,4,4,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,85,66002.64,0,10.46147,11,1,0,0,0,1,1,1,0,1,1,1,1,0,0,63.64488,5991.256643,5,4,4,3,3,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,33,42506.46,0,7.041544,12,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2.637164,581.3197743,4,2,2,4,4,4,3,4,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
3,57,32456.55,0,10.12587,16,1,0,0,1,1,1,0,0,1,1,1,1,0,1,37.23531,3495.239613,4,4,2,3,5,3,3,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7,30,17656.58,1,11.14381,8,0,1,1,1,1,1,0,1,0,1,1,1,1,1,9.345696,1711.417233,3,3,2,4,4,3,4,5,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
4,35,11824.7,0,8.717398286,15,2,1,0,1,0,1,1,0,1,0,0,0,0,1,2.937852035,570.7344969,2,2,3,3,6,3,3,2,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
2,75,22189.51,0,9.045984,9,1,0,1,0,1,1,0,0,0,0,0,1,1,1,62.70376,5983.767972,3,3,3,6,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,55,22066.61,1,6.458755,14,2,0,0,0,0,1,1,1,0,0,1,1,1,1,4.459993,1014.955092,4,5,4,4,1,6,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,41,18373.26,0,6.015014,12,2,0,0,1,1,1,0,0,0,0,0,0,1,1,4.245295,707.2606071,4,5,4,4,4,5,5,6,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,39,23537.87,0,5.640345,14,2,0,0,0,1,1,1,0,0,1,0,0,1,0,56.8397,5450.025503,4,4,3,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,63,15201.62,0,7.903037,15,2,1,0,0,0,1,0,0,1,0,1,0,0,0,51.62267,4424.978903,4,3,4,3,3,4,4,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2,66,17315.37,0,14.79521,13,2,0,0,1,0,1,0,0,1,0,0,0,1,1,69.53494,6038.193062,4,3,4,2,5,4,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,39,110579.2,0,10.62755,10,0,0,0,0,0,1,1,1,0,0,0,1,1,1,55.69627,5230.495459,2,2,3,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,74,94926.96,1,12.63304,12,1,0,0,1,1,1,0,1,0,1,0,1,1,1,2.002856,729.4156023,4,3,4,4,2,5,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,43,22872.44,0,9.411937,11,2,0,1,1,0,1,0,1,0,0,0,1,0,0,56.46532,5469.097733,4,4,4,4,4,5,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,18,104539.2,0,11.75171,13,2,3,0,1,1,1,0,0,0,1,0,0,0,1,13.90887,1738.801627,6,5,4,5,5,4,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,24,32397.32,0,6.88069,8,1,0,0,1,0,1,0,0,1,0,0,1,1,0,60.88815,6096.201472,3,4,3,3,4,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,41,114160.2,1,11.00657,13,0,0,0,0,0,1,1,1,1,0,0,1,0,1,15.49078,2175.607761,3,3,2,4,5,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,61449.42,0,5.920285,14,0,0,0,1,1,1,0,0,1,0,1,1,1,0,41.56439,3937.196959,4,3,4,5,2,4,5,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,52,70459.21,1,14.7789,10,0,2,0,1,0,1,0,0,1,1,1,1,1,0,4.970731,1450.54664,3,4,3,4,3,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,48,24034.97,1,9.864571407,16,2,3,1,1,1,1,0,0,1,0,0,0,1,0,5.567028377,1207.740526,3,4,4,3,3,5,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,49,71323.38,0,10.22148,13,1,1,0,1,1,1,0,0,0,0,0,1,1,1,2.366635,773.1936845,5,5,5,5,4,4,4,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,84,53439.45,0,9.454309,10,2,0,0,1,0,1,0,1,1,0,0,0,0,0,43.40702,3784.619457,4,5,5,2,5,3,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,31,19683.44,0,10.31058,13,3,0,0,1,0,1,1,1,0,0,0,1,1,1,53.86603,5123.028136,3,3,4,2,5,3,1,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,80,11252.3,0,17.5602198,10,3,0,0,0,0,0,1,0,1,1,1,0,0,0,9.067061096,1008.639416,5,4,5,4,2,5,3,5,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,79,72320.92,0,13.06288,15,0,1,0,0,1,1,0,1,0,0,1,1,0,1,68.64996,6261.419372,3,4,3,4,4,3,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,24,22358.24,0,11.49192,14,2,0,0,1,0,1,1,0,1,1,1,0,0,0,19.95038,2063.282237,5,3,4,3,3,4,5,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2,42,37588.44,1,7.809647,12,1,0,1,1,0,1,0,1,1,0,0,1,1,1,50.98888,5301.26466,4,4,4,6,1,5,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,34,5479.97,0,8.188496,6,1,0,0,0,1,0,1,1,0,1,0,1,1,0,66.60855,6655.926837,3,4,3,2,4,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,38,12723.64,0,9.613071,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,42.07751,3650.098328,4,5,6,5,2,4,4,5,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
1,24,21409.9,0,7.793657,12,1,0,0,0,1,0,1,0,0,1,0,1,1,1,51.7077,4962.803058,4,4,3,5,3,5,4,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
0,72,55046.63,0,11.41187,9,1,0,0,1,0,0,0,0,1,0,1,0,1,0,7.513611,797.0949032,2,2,2,4,2,3,4,4,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
3,46,60953.64,0,11.21221327,12,2,0,0,0,0,1,0,0,1,0,0,1,0,0,7.852675802,1034.285556,4,5,3,3,4,3,2,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1,43,6169.09,0,7.335113752,14,1,0,0,0,0,1,0,1,0,0,0,0,1,1,17.71637154,1732.013844,4,4,4,4,4,4,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,48,37586.34,0,11.65895,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,54.67054,4647.66648,3,4,3,5,1,5,4,5,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
0,20,40700.25,0,7.74031,12,0,0,0,1,0,1,0,1,0,1,0,1,0,1,69.70761,6161.795039,3,2,4,4,4,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,37,101807.8,1,9.767021,13,2,2,0,0,1,1,0,0,1,0,1,1,1,0,4.252913,995.5630984,3,2,4,3,5,2,2,4,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,88,6015.6,1,9.281327,19,0,0,1,1,0,1,0,0,0,0,1,1,1,1,46.55404,4194.186085,4,3,4,5,3,3,4,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,55,60744.3,0,4.923971,13,0,0,0,0,1,1,1,1,1,1,1,1,0,1,59.16562,5431.357184,5,4,4,3,5,3,3,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,78,30351.92,0,4.990463,9,1,1,0,0,0,1,0,1,0,0,1,0,0,1,7.685406,1057.31153,3,3,3,3,5,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,81,15094.07,0,9.034045,14,1,1,0,1,1,1,0,1,0,1,0,1,0,1,65.55327,5730.023775,4,4,5,3,4,5,3,5,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,56,19230.44,0,8.723478,13,2,0,0,0,1,1,1,0,0,0,0,1,0,1,47.55305,4217.907706,5,4,4,2,4,4,5,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4,37,76990.4,0,8.156206,15,1,1,0,0,0,1,1,1,0,1,1,0,0,1,4.540275,769.9868737,4,3,4,4,4,3,3,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
0,34,49399.04,0,6.536106461,9,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1.550200335,507.3968121,2,1,2,4,4,3,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1,45,59532.0,1,12.54222267,12,0,0,0,1,0,1,0,1,1,0,0,1,1,1,21.20445421,2867.22601,5,6,5,5,2,6,5,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1,75,33366.03,0,11.59798,9,1,1,0,0,1,1,0,0,0,1,0,1,0,0,67.40482,5748.365703,4,4,4,4,3,5,4,4,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1,30,72449.84,0,11.25272,9,3,0,1,0,1,1,0,0,1,0,1,1,1,1,48.24454,4647.63715,3,3,3,5,4,5,4,4,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
0,45,41911.7,1,4.76345,12,2,0,1,0,0,1,0,0,0,1,0,0,0,0,6.749571,1145.946987,6,6,6,4,4,4,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,46,36435.66,0,11.71392,15,1,0,0,0,0,1,1,1,1,0,0,1,1,1,65.70769,6091.064644,2,3,2,4,4,5,5,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,81,21122.11,0,6.158194,12,0,2,0,1,0,1,0,0,0,1,0,1,0,1,14.8386,1437.800807,4,3,4,3,4,3,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,31,33208.17,1,6.931765,10,1,3,0,1,0,1,1,0,1,0,0,1,1,1,4.165508,1053.191872,6,5,5,5,2,5,6,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
7,23,35102.93,1,13.357551,8,0,0,0,0,1,1,1,0,0,1,0,0,1,0,2.462148717,900.4043765,3,3,4,3,2,2,4,3,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1,40,48168.63,0,6.238718,11,0,0,0,0,0,1,1,0,0,0,0,1,0,1,62.71297,5878.97721,4,4,4,1,6,3,5,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,31,31715.37,0,10.77811,14,0,0,0,0,0,1,1,1,1,0,0,1,0,1,10.24306,1364.913066,3,3,3,5,3,2,3,4,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
0,63,19297.41,1,8.97627,12,2,0,0,0,1,1,1,1,0,0,1,0,1,0,7.713222,978.4083285,5,3,3,4,2,3,4,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2,38,36574.2,1,4.771959745,10,1,0,0,0,0,1,1,1,0,0,0,0,1,0,13.01023159,1469.359942,4,4,5,2,3,6,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5,45,30933.38,0,5.692916,8,1,0,0,0,0,1,1,0,1,1,0,1,0,1,2.976407,903.733212,4,4,3,4,3,4,4,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4,58,5026.38,1,12.23929,15,0,1,0,1,0,1,0,1,0,0,1,0,1,0,48.76309,4409.527019,3,3,2,4,1,3,3,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,48,87568.16,1,11.11756812,12,0,0,0,1,0,1,0,0,0,1,0,1,1,1,9.734064703,1755.645123,4,4,4,3,5,5,3,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,55,87320.1,0,10.18997,10,2,0,0,0,1,1,0,0,0,0,1,0,0,1,4.484822,764.4832553,5,3,4,5,1,4,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,70,47658.67,1,13.03330701,16,0,0,1,1,1,1,1,1,0,1,0,0,1,0,6.549842666,971.7404705,4,4,3,4,3,3,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5,60,52976.87,0,9.998484,10,1,2,0,0,1,1,1,0,0,0,0,1,1,1,70.41132,6376.238465,5,5,4,3,4,4,2,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2,43,15584.37,1,10.72976,15,3,0,0,0,0,1,0,0,0,0,1,1,1,0,8.443528,1280.600763,5,6,7,3,2,5,4,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2,19,24897.26,1,9.523802161,11,1,0,0,0,1,1,0,0,0,1,1,1,1,0,4.955415304,1111.571623,2,3,2,5,2,3,3,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,40,102072.0,1,8.191967,5,1,0,0,1,0,1,0,0,0,1,1,1,1,1,8.894523,1717.407155,2,3,2,4,4,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,48,65583.82,0,16.97035,12,1,1,0,0,0,1,0,0,1,0,0,1,1,1,67.09561,6098.13029,3,3,2,3,4,3,5,5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
6,85,16280.67,0,11.63652,13,2,1,0,0,0,1,0,0,1,0,0,1,0,1,61.43691,5436.403424,3,3,3,3,3,3,3,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2,49,53025.02,0,7.721097,14,1,0,1,1,0,0,0,0,1,1,0,1,1,1,59.42848,5566.284588,2,2,2,4,4,4,4,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
2,19,13240.53,0,6.921566,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,55.62538,4798.898882,3,2,4,5,1,5,4,4,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
9,57,34635.21,0,12.05686,12,1,0,0,1,0,1,0,0,1,0,1,1,0,1,68.18425,6591.238553,4,4,4,4,3,3,4,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0,44,32495.96,0,12.69031,8,1,1,0,0,0,1,0,1,0,1,1,1,0,1,70.49442,6565.394972,3,3,4,3,3,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,23,77548.98,1,11.47612243,7,0,0,0,1,0,1,0,0,1,0,0,0,1,0,7.989151046,992.3896521,2,2,3,2,5,1,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,60,67448.07,0,15.63302492,11,1,0,0,1,0,1,0,1,0,1,0,1,0,0,26.68008793,2552.12106,2,3,4,4,3,4,3,4,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1,82,10429.51,1,8.102739551,13,1,1,0,0,0,1,1,1,0,0,0,1,1,0,17.01228541,2294.265591,3,4,5,4,4,3,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,53,12457.84,0,17.14776,18,1,0,0,0,1,1,0,1,0,1,0,1,1,1,64.71389,5936.67376,2,3,3,5,2,4,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,37,26097.52,1,10.61878,15,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3.199579,804.7021179,2,1,3,2,4,2,3,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1,80,35681.35,1,13.62253111,9,1,0,1,1,0,1,1,0,1,1,0,0,0,0,3.976063151,587.1708313,3,3,2,4,2,2,3,2,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1,18,29822.31,1,11.72310409,14,1,0,0,0,0,1,0,0,0,0,0,0,1,1,16.53244292,1727.882293,3,3,3,2,4,2,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,78,14281.24,0,13.14435,7,1,0,0,1,1,1,1,1,1,1,1,1,0,0,50.09799,4582.182243,4,3,3,4,3,3,5,4,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
2,69,43374.14,0,12.98864,16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,63.20163,5921.944651,3,3,4,3,3,4,4,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,23,15130.44,0,6.146386,9,1,0,0,1,1,1,0,0,0,1,1,0,0,0,5.881307,686.2608911,3,3,3,4,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,51,34531.07,1,10.73901,9,0,0,0,0,0,1,0,0,1,0,0,1,1,0,13.37596,1670.352435,4,3,4,3,2,4,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,78,11667.32,1,12.32023424,8,2,1,1,1,1,1,1,0,1,1,0,1,0,1,1.360201959,509.1865112,4,3,3,3,3,4,4,5,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1,57,22713.63,0,10.0785,14,0,1,1,1,0,1,1,0,0,1,0,1,0,0,69.09557,6017.868507,4,4,4,5,2,6,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
7,80,5265.74,0,14.51717,7,1,0,0,0,0,1,0,0,1,0,0,1,1,1,50.14317,5186.100622,3,3,2,3,5,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,63,27045.06,0,8.829607,15,0,0,0,0,1,1,1,1,1,1,0,1,0,0,58.56191,5351.338273,1,1,2,4,3,3,2,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1,85,5660.44,0,9.636285,15,1,1,1,1,0,1,0,0,0,1,1,1,0,0,11.70988,1569.873827,3,2,3,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8,60,20537.04,1,10.19137,12,1,1,1,1,0,1,1,0,0,1,1,0,1,1,10.7668,1412.381474,4,4,4,5,3,3,3,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3,23,39706.57,0,16.28343,15,0,0,0,0,1,1,0,1,1,1,1,0,1,1,64.71488,5979.686067,5,6,5,1,4,5,5,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,53,88400.03,1,14.57549,7,0,0,0,0,1,1,0,0,1,0,1,1,1,1,6.21102,1494.533376,2,3,2,2,3,3,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5,60,9483.24,0,3.340943,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,51.08527,4969.700877,4,4,3,3,3,5,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,53,13631.9,0,4.529978,5,3,0,0,0,0,1,0,0,0,1,0,0,0,1,63.06195,5268.837296,4,3,3,3,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4,33,10260.04,0,9.419488,7,0,1,0,0,1,0,1,1,0,1,1,1,1,1,64.03187,6162.045297,3,3,3,4,4,2,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1,50,15215.24,0,8.94767,8,1,2,0,0,0,1,0,0,1,1,1,0,0,1,59.21586,5475.340643,2,3,3,2,4,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,49,38764.7,0,8.73353,9,1,1,0,1,0,1,0,0,1,0,0,0,0,1,6.487048,655.1704765,2,2,3,5,1,4,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4,56,11345.68,0,9.360835,13,5,0,0,0,0,1,1,0,0,0,1,1,0,1,66.27924,6262.462856,6,6,5,4,3,5,3,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,78,21918.44,0,8.818958,7,1,0,1,0,0,1,0,1,0,1,0,1,0,1,20.34377,1973.92172,4,3,5,5,3,5,4,4,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1,89,34774.75,0,12.13849,12,1,0,0,1,1,1,1,1,0,0,0,0,0,0,68.76753,5762.602883,3,5,4,5,3,4,4,3,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
2,84,83714.17,0,13.31206,15,1,0,0,0,0,1,1,1,1,0,0,0,1,0,59.59391,5311.784514,1,2,2,5,3,4,4,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
